date,securities_code,securities_name,buy,sell
2021-11-03,2539  ,櫻花建          ,"11,000","45,279",
2021-11-03,9912  ,偉聯            ,0,"34,000",
2021-11-03,1618  ,合機            ,"25,000","58,000",
2021-11-03,2908  ,特力            ,"36,000","68,000",
2021-11-03,6197  ,佳必琪          ,"4,000","35,907",
2021-11-03,8464  ,億豐            ,"281,000","312,586",
2021-11-03,2395  ,研華            ,"266,705","298,246",
2021-11-03,1454  ,台富            ,0,"31,000",
2021-11-03,"=""00737 """,國泰AI+Robo     ,"1,000","30,000",
2021-11-03,6165  ,浪凡            ,"165,000","194,000",
2021-11-03,8222  ,寶一            ,"1,000","30,000",
2021-11-03,2480  ,敦陽科          ,"16,000","44,000",
2021-11-03,5288  ,豐祥-KY         ,"7,000","35,000",
2021-11-03,6781  ,AES-KY          ,"66,000","94,000",
2021-11-03,6115  ,鎰勝            ,"17,000","44,000",
2021-11-03,2444  ,兆勁            ,0,"26,000",
2021-11-03,4155  ,訊映            ,"1,000","27,000",
2021-11-03,910861,神州-DR         ,0,"26,000",
2021-11-03,2706  ,第一店          ,"16,000","41,000",
2021-11-03,"=""0052  """,富邦科技        ,0,"24,000",
2021-11-03,"=""00735 """,國泰臺韓科技    ,"20,000","44,000",
2021-11-03,2548  ,華固            ,"68,000","92,000",
2021-11-03,"=""00700 """,富邦恒生國企    ,0,"23,000",
2021-11-03,6541  ,泰福-KY         ,"8,000","31,000",
2021-11-03,1527  ,鑽全            ,"28,000","50,000",
2021-11-03,3013  ,晟銘電          ,"7,038","29,000",
2021-11-03,"=""0061  """,元大寶滬深      ,"2,000","23,000",
2021-11-03,"=""00736 """,國泰新興市場    ,0,"21,000",
2021-11-03,2707  ,晶華            ,"6,000","27,000",
2021-11-03,6189  ,豐藝            ,"27,000","48,000",
2021-11-03,8940  ,新天地          ,0,"21,000",
2021-11-03,"=""038684""",強茂群益13購03  ,0,"20,000",
2021-11-03,1325  ,恆大            ,"55,000","75,000",
2021-11-03,5283  ,禾聯碩          ,"4,000","24,000",
2021-11-03,3036  ,文曄            ,"240,000","259,607",
2021-11-03,6790  ,永豐實          ,"1,000","20,000",
2021-11-03,9908  ,大台北          ,"1,000","20,000",
2021-11-03,9935  ,慶豐富          ,"3,000","22,000",
2021-11-03,1504  ,東元            ,"656,496","674,930",
2021-11-03,1110  ,東泥            ,"34,000","52,000",
2021-11-03,2910  ,統領            ,"2,000","20,000",
2021-11-03,2207  ,和泰車          ,"101,129","118,471",
2021-11-03,1437  ,勤益控          ,0,"17,000",
2021-11-03,1449  ,佳和            ,"2,000","19,000",
2021-11-03,2429  ,銘旺科          ,"1,000","18,000",
2021-11-03,1232  ,大統益          ,0,"16,000",
2021-11-03,1519  ,華城            ,"38,000","54,000",
2021-11-03,2546  ,根基            ,"3,000","19,000",
2021-11-03,2832  ,台產            ,"5,000","21,000",
2021-11-03,3705  ,永信            ,"29,000","45,000",
2021-11-03,4566  ,時碩工業        ,"1,000","17,000",
2021-11-03,5525  ,順天            ,"1,000","17,000",
2021-11-03,"=""00681R""",元大美債20反1   ,0,"15,000",
2021-11-03,1503  ,士電            ,"8,000","23,000",
2021-11-03,1536  ,和大            ,"138,000","153,000",
2021-11-03,1626  ,艾美特-KY       ,0,"15,000",
2021-11-03,5533  ,皇鼎            ,"6,000","21,000",
2021-11-03,5538  ,東明-KY         ,"6,000","21,000",
2021-11-03,6405  ,悅城            ,"54,000","69,000",
2021-11-03,6581  ,鋼聯            ,"5,000","20,000",
2021-11-03,9934  ,成霖            ,"3,000","18,000",
2021-11-03,1445  ,大宇            ,"12,000","26,000",
2021-11-03,1558  ,伸興            ,"6,000","20,000",
2021-11-03,2462  ,良得電          ,"88,000","102,000",
2021-11-03,2493  ,揚博            ,"10,000","24,000",
2021-11-03,3052  ,夆典            ,"2,000","16,000",
2021-11-03,5871A ,中租-KY甲特     ,0,"14,000",
2021-11-03,9930  ,中聯資源        ,0,"13,200",
2021-11-03,9946  ,三發地產        ,"6,000","19,159",
2021-11-03,1726  ,永記            ,"2,000","15,000",
2021-11-03,6024  ,群益期          ,"10,000","23,000",
2021-11-03,6515  ,穎崴            ,"62,000","75,000",
2021-11-03,6005  ,群益證          ,"1,035,526","1,048,000",
2021-11-03,1423  ,利華            ,0,"12,000",
2021-11-03,2461  ,光群雷          ,"51,000","63,000",
2021-11-03,2536  ,宏普            ,"2,000","14,000",
2021-11-03,3296  ,勝德            ,"16,000","28,000",
2021-11-03,6112  ,聚碩            ,"6,000","18,000",
2021-11-03,2616  ,山隆            ,"2,000","13,001",
2021-11-03,"=""020022""",元大電動車N     ,0,"11,000",
2021-11-03,1614  ,三洋電          ,0,"11,000",
2021-11-03,4555  ,氣立            ,"1,000","12,000",
2021-11-03,9910  ,豐泰            ,"194,309","204,813",
2021-11-03,"=""00683L""",期元大美元指正2 ,"3,000","13,000",
2021-11-03,"=""039642""",群創永豐11購03  ,0,"10,000",
2021-11-03,"=""042651""",惠特元大16購01  ,"10,000","20,000",
2021-11-03,"=""046447""",聯發科凱基19購02,0,"10,000",
2021-11-03,1453  ,大將            ,"3,000","13,000",
2021-11-03,1475  ,業旺            ,0,"10,000",
2021-11-03,1587  ,吉茂            ,"3,000","13,000",
2021-11-03,2102  ,泰豐            ,"315,000","325,000",
2021-11-03,2506  ,太設            ,"11,000","21,000",
2021-11-03,2530  ,華建            ,"84,000","94,000",
2021-11-03,2630  ,亞航            ,"36,000","46,000",
2021-11-03,2849  ,安泰銀          ,"19,000","29,000",
2021-11-03,2906  ,高林            ,"1,000","11,000",
2021-11-03,4576  ,大銀微系統      ,"16,000","26,000",
2021-11-03,8467  ,波力-KY         ,0,"10,000",
2021-11-03,9926  ,新海            ,0,"10,000",
2021-11-03,4133  ,亞諾法          ,"61,000","70,180",
2021-11-03,1315  ,達新            ,"2,000","11,000",
2021-11-03,1324  ,地球            ,"1,000","10,000",
2021-11-03,1419  ,新紡            ,"1,000","10,000",
2021-11-03,1535  ,中宇            ,"3,000","12,000",
2021-11-03,2438  ,翔耀            ,"5,000","14,000",
2021-11-03,3308  ,聯德            ,"2,000","11,000",
2021-11-03,4104  ,佳醫            ,"8,000","17,000",
2021-11-03,6133  ,金橋            ,"2,000","11,000",
2021-11-03,9937  ,全國            ,"2,000","11,000",
2021-11-03,"=""006206""",元大上證50      ,"6,000","14,000",
2021-11-03,"=""006207""",FH滬深          ,"4,000","12,000",
2021-11-03,"=""00638R""",元大滬深300反1  ,"8,000","16,000",
2021-11-03,"=""00675L""",富邦臺灣加權正2 ,"3,000","11,000",
2021-11-03,"=""00852L""",國泰美國道瓊正2 ,"13,000","21,000",
2021-11-03,1524  ,耿鼎            ,"5,000","13,000",
2021-11-03,1713  ,國化            ,0,"8,000",
2021-11-03,2540  ,愛山林          ,0,"8,000",
2021-11-03,4426  ,利勤            ,"8,000","16,000",
2021-11-03,4552  ,力達-KY         ,0,"8,000",
2021-11-03,6582  ,申豐            ,"23,000","31,000",
2021-11-03,9918  ,欣天然          ,"4,000","12,000",
2021-11-03,1234  ,黑松            ,"13,050","21,000",
2021-11-03,2466  ,冠西電          ,0,"7,785",
2021-11-03,"=""00763U""",期街口道瓊銅    ,"5,000","12,000",
2021-11-03,1435  ,中福            ,0,"7,000",
2021-11-03,1531  ,高林股          ,"8,000","15,000",
2021-11-03,1597  ,直得            ,"21,000","28,000",
2021-11-03,2250  ,IKKA-KY         ,0,"7,000",
2021-11-03,2471  ,資通            ,0,"7,000",
2021-11-03,2516  ,新建            ,0,"7,000",
2021-11-03,2547  ,日勝生          ,"194,000","201,000",
2021-11-03,4190  ,佐登-KY         ,0,"7,000",
2021-11-03,4763  ,材料-KY         ,"5,000","12,000",
2021-11-03,8411  ,福貞-KY         ,"6,000","13,000",
2021-11-03,8481  ,政伸            ,0,"7,000",
2021-11-03,"=""00701 """,國泰股利精選30  ,"6,000","12,000",
2021-11-03,1539  ,巨庭            ,"25,000","31,000",
2021-11-03,2524  ,京城            ,"2,000","8,000",
2021-11-03,6183  ,關貿            ,"2,000","8,000",
2021-11-03,6192  ,巨路            ,"1,000","7,000",
2021-11-03,6464  ,台數科          ,"1,000","7,000",
2021-11-03,6142  ,友勁            ,"45,000","50,461",
2021-11-03,"=""00693U""",期街口S&P黃豆   ,"13,000","18,000",
2021-11-03,1203  ,味王            ,0,"5,000",
2021-11-03,1235  ,興泰            ,0,"5,000",
2021-11-03,1438  ,三地開發        ,0,"5,000",
2021-11-03,1506  ,正道            ,0,"5,000",
2021-11-03,1516  ,川飛            ,0,"5,000",
2021-11-03,2359  ,所羅門          ,"5,000","10,000",
2021-11-03,2397  ,友通            ,"5,000","10,000",
2021-11-03,2701  ,萬企            ,"3,000","8,000",
2021-11-03,2939  ,凱羿-KY         ,0,"5,000",
2021-11-03,3130  ,一零四          ,0,"5,000",
2021-11-03,6277  ,宏正            ,"9,000","14,000",
2021-11-03,6655  ,科定            ,"1,000","6,000",
2021-11-03,8482  ,商億-KY         ,0,"5,000",
2021-11-03,9906  ,欣巴巴          ,0,"5,000",
2021-11-03,6505  ,台塑化          ,"2,307,027","2,312,000",
2021-11-03,"=""00689R""",國泰20年美債反1 ,0,"4,000",
2021-11-03,"=""08048P""",群創元大13售14  ,0,"4,000",
2021-11-03,1436  ,華友聯          ,0,"4,000",
2021-11-03,1473  ,台南            ,0,"4,000",
2021-11-03,1525  ,江申            ,"1,000","5,000",
2021-11-03,2468  ,華經            ,0,"4,000",
2021-11-03,2488  ,漢平            ,"2,000","6,000",
2021-11-03,2748  ,雲品            ,"1,000","5,000",
2021-11-03,2753  ,八方雲集        ,"1,000","5,000",
2021-11-03,3266  ,昇陽            ,"10,000","14,000",
2021-11-03,3454  ,晶睿            ,"2,000","6,000",
2021-11-03,4764  ,雙鍵            ,0,"4,000",
2021-11-03,6184  ,大豐電          ,"4,000","8,000",
2021-11-03,6776  ,展碁國際        ,"8,000","12,000",
2021-11-03,8499  ,鼎炫-KY         ,"2,000","6,000",
2021-11-03,1236  ,宏亞            ,70,"4,000",
2021-11-03,"=""00634R""",富邦上証反1     ,0,"3,000",
2021-11-03,"=""00690 """,兆豐藍籌30      ,0,"3,000",
2021-11-03,"=""00739 """,元大MSCI A股    ,"2,000","5,000",
2021-11-03,"=""049770""",康普國泰18購01  ,0,"3,000",
2021-11-03,"=""050008""",康普群益18購01  ,0,"3,000",
2021-11-03,1446  ,宏和            ,"3,000","6,000",
2021-11-03,1530  ,亞崴            ,0,"3,000",
2021-11-03,1730  ,花仙子          ,0,"3,000",
2021-11-03,2025  ,千興            ,0,"3,000",
2021-11-03,2059  ,川湖            ,"47,000","50,000",
2021-11-03,3501  ,維熹            ,"15,000","18,000",
2021-11-03,3593  ,力銘            ,"1,000","4,000",
2021-11-03,4536  ,拓凱            ,"23,000","26,000",
2021-11-03,5007  ,三星            ,0,"3,000",
2021-11-03,6117  ,迎廣            ,0,"3,000",
2021-11-03,6431  ,光麗-KY         ,0,"3,000",
2021-11-03,6715  ,嘉基            ,"7,000","10,000",
2021-11-03,8072  ,陞泰            ,"1,000","4,000",
2021-11-03,8427  ,基勝-KY         ,0,"3,000",
2021-11-03,1432  ,大魯閣          ,3,"3,000",
2021-11-03,"=""00850 """,元大臺灣ESG永續 ,"32,200","35,000",
2021-11-03,2387  ,精元            ,"40,000","42,753",
2021-11-03,5546  ,永固-KY         ,"4,000","6,503",
2021-11-03,"=""00742 """,新光內需收益    ,0,"2,000",
2021-11-03,"=""00861 """,元大全球未來通訊,0,"2,000",
2021-11-03,"=""00875 """,國泰網路資安    ,"1,000","3,000",
2021-11-03,"=""037051""",健策元大11購03  ,0,"2,000",
2021-11-03,"=""045602""",萬海元大13購03  ,0,"2,000",
2021-11-03,"=""050013""",順德元大16購02  ,0,"2,000",
2021-11-03,"=""08699P""",欣興凱基15售05  ,0,"2,000",
2021-11-03,1342  ,八貫            ,0,"2,000",
2021-11-03,1439  ,中和            ,"2,000","4,000",
2021-11-03,1443  ,立益            ,0,"2,000",
2021-11-03,1521  ,大億            ,0,"2,000",
2021-11-03,1540  ,喬福            ,0,"2,000",
2021-11-03,1707  ,葡萄王          ,"12,000","14,000",
2021-11-03,1731  ,美吾華          ,"12,000","14,000",
2021-11-03,2434  ,統懋            ,0,"2,000",
2021-11-03,2453  ,凌群            ,"40,000","42,000",
2021-11-03,2597  ,潤弘            ,"22,000","24,000",
2021-11-03,2722  ,夏都            ,"3,000","5,000",
2021-11-03,3164  ,景岳            ,0,"2,000",
2021-11-03,3550  ,聯穎            ,"55,000","57,000",
2021-11-03,3679  ,新至陞          ,"12,000","14,000",
2021-11-03,4572  ,駐龍            ,0,"2,000",
2021-11-03,4737  ,華廣            ,"1,000","3,000",
2021-11-03,5534  ,長虹            ,"33,000","35,000",
2021-11-03,6128  ,上福            ,0,"2,000",
2021-11-03,6281  ,全國電          ,0,"2,000",
2021-11-03,8443  ,阿瘦            ,0,"2,000",
2021-11-03,8463  ,潤泰材          ,"5,000","7,000",
2021-11-03,8488  ,吉源-KY         ,0,"2,000",
2021-11-03,"=""0051  """,元大中型100     ,0,"1,000",
2021-11-03,"=""00645 """,富邦日本        ,0,"1,000",
2021-11-03,"=""00663L""",國泰臺灣加權正2 ,0,"1,000",
2021-11-03,"=""00728 """,第一金工業30    ,0,"1,000",
2021-11-03,"=""00771 """,元大US高息特別股,0,"1,000",
2021-11-03,"=""01003T""",兆豐新光R1      ,0,"1,000",
2021-11-03,"=""033506""",欣興統一13購02  ,0,"1,000",
2021-11-03,"=""038173""",安集元大13購01  ,0,"1,000",
2021-11-03,"=""038424""",元晶國泰13購01  ,0,"1,000",
2021-11-03,"=""038956""",鉅祥元大12購01  ,0,"1,000",
2021-11-03,"=""07694P""",欣興兆豐14售02  ,0,"1,000",
2021-11-03,1338  ,廣華-KY         ,"16,000","17,000",
2021-11-03,1735  ,日勝化          ,0,"1,000",
2021-11-03,2115  ,六暉-KY         ,0,"1,000",
2021-11-03,2373  ,震旦行          ,"1,000","2,000",
2021-11-03,2543  ,皇昌            ,0,"1,000",
2021-11-03,2739  ,寒舍            ,"1,000","2,000",
2021-11-03,2852  ,第一保          ,"1,000","2,000",
2021-11-03,2887F ,台新戊特二      ,0,"1,000",
2021-11-03,3040  ,遠見            ,"2,000","3,000",
2021-11-03,3311  ,閎暉            ,0,"1,000",
2021-11-03,3432  ,台端            ,"119,000","120,000",
2021-11-03,3617  ,碩天            ,"2,000","3,000",
2021-11-03,3702A ,大聯大甲特      ,0,"1,000",
2021-11-03,4119  ,旭富            ,"23,000","24,000",
2021-11-03,4807  ,日成-KY         ,0,"1,000",
2021-11-03,6201  ,亞弘電          ,"2,000","3,000",
2021-11-03,6216  ,居易            ,"48,000","49,000",
2021-11-03,6442  ,光聖            ,"1,000","2,000",
2021-11-03,6625  ,必應            ,0,"1,000",
2021-11-03,6641  ,基士德-KY       ,0,"1,000",
2021-11-03,6666  ,羅麗芬-KY       ,0,"1,000",
2021-11-03,8101  ,華冠            ,0,"1,000",
2021-11-03,8442  ,威宏-KY         ,0,"1,000",
2021-11-03,8466  ,美吉吉-KY       ,0,"1,000",
2021-11-03,9929  ,秋雨            ,0,"1,000",
2021-11-03,9931  ,欣高            ,"4,000","5,000",
2021-11-03,1339  ,昭輝            ,"2,040","3,000",
2021-11-03,3229  ,晟鈦            ,0,957,
2021-11-03,3494  ,誠研            ,0,872,
2021-11-03,2427  ,三商電          ,0,869,
2021-11-03,"=""00738U""",期元大道瓊白銀  ,"1,000","1,000",
2021-11-03,"=""03023Q""",恒指麥證12售03  ,"5,000",0,
2021-11-03,"=""03024Q""",恒指麥證12售04  ,0,"45,000",
2021-11-03,"=""030315""",台達電麥證11購01,0,"319,000",
2021-11-03,"=""030316""",鴻海麥證11購01  ,0,"30,000",
2021-11-03,"=""030318""",台積電麥證0B購04,"144,000",0,
2021-11-03,"=""030319""",台積電麥證11購02,"108,000","44,000",
2021-11-03,"=""030322""",凌陽麥證0C購01  ,"97,000","17,000",
2021-11-03,"=""030323""",聯發科麥證12購02,"60,000","13,000",
2021-11-03,"=""030324""",華新科麥證11購01,0,"65,000",
2021-11-03,"=""03066F""",恒指麥證12購02  ,0,"150,000",
2021-11-03,"=""030772""",台積電麥證11購03,0,"23,000",
2021-11-03,"=""030776""",長榮航麥證0C購01,"48,000","10,000",
2021-11-03,"=""030777""",華晶科麥證0B購01,"30,000",0,
2021-11-03,"=""031440""",大成鋼麥證0C購01,"20,000",0,
2021-11-03,"=""031442""",佳世達麥證0C購01,"499,000",0,
2021-11-03,"=""031444""",宏達電麥證0C購01,"21,000",0,
2021-11-03,"=""031615""",中鋼麥證0B購01  ,"190,000",0,
2021-11-03,"=""032658""",南紡麥證0B購01  ,"20,000",0,
2021-11-03,"=""032659""",聚陽麥證0B購01  ,0,"10,000",
2021-11-03,"=""032661""",長榮麥證0C購02  ,"2,000","312,000",
2021-11-03,"=""033010""",鴻海麥證12購01  ,"21,000","5,000",
2021-11-03,"=""033018""",長榮航麥證0B購01,"176,000","86,000",
2021-11-03,"=""034056""",臺股指麥證0C購06,"50,000","50,000",
2021-11-03,"=""034231""",聯電麥證0B購02  ,"30,000",0,
2021-11-03,"=""034232""",國泰金麥證0C購01,"12,000",0,
2021-11-03,"=""034531""",大立光麥證0B購02,"100,000",0,
2021-11-03,"=""034721""",鴻海麥證0C購06  ,0,"295,000",
2021-11-03,"=""035033""",遠東新麥證0C購01,"189,000",0,
2021-11-03,"=""035208""",長榮麥證0B購04  ,"82,000",0,
2021-11-03,"=""035981""",臺股指麥證11購02,"389,000","118,000",
2021-11-03,"=""036054""",台積電麥證0C購05,"1,400,000",0,
2021-11-03,"=""036171""",華新麥證11購01  ,0,"40,000",
2021-11-03,"=""036325""",榮成麥證0C購01  ,0,"50,000",
2021-11-03,"=""036326""",中鋼麥證12購01  ,"72,000","12,000",
2021-11-03,"=""036917""",順德麥證0C購01  ,"1,000",0,
2021-11-03,"=""036918""",技嘉麥證0C購01  ,0,"470,000",
2021-11-03,"=""037018""",欣興麥證0C購01  ,"2,000",0,
2021-11-03,"=""037337""",友達麥證14購01  ,"200,000",0,
2021-11-03,"=""037339""",群創麥證15購01  ,"50,000",0,
2021-11-03,"=""037340""",臺股指麥證13購01,"74,000","435,000",
2021-11-03,"=""037644""",光罩麥證11購01  ,0,"497,000",
2021-11-03,"=""038841""",友達麥證11購02  ,"35,000",0,
2021-11-03,"=""038843""",聯詠麥證11購01  ,"17,000","20,000",
2021-11-03,"=""038927""",亞聚麥證11購01  ,"3,000",0,
2021-11-03,"=""038930""",光罩麥證11購02  ,0,"8,000",
2021-11-03,"=""038934""",宏達電麥證11購01,"41,000",0,
2021-11-03,"=""038936""",中信金麥證11購01,"3,000",0,
2021-11-03,"=""038938""",健策麥證11購01  ,"6,000","2,000",
2021-11-03,"=""038940""",台表科麥證11購01,"10,000","10,000",
2021-11-03,"=""039098""",精英麥證11購01  ,0,"110,000",
2021-11-03,"=""039099""",佳世達麥證12購01,"70,000","10,000",
2021-11-03,"=""039100""",宏碁麥證12購01  ,0,"10,000",
2021-11-03,"=""039101""",義隆麥證11購01  ,0,"90,000",
2021-11-03,"=""039102""",中工麥證11購01  ,"7,000",0,
2021-11-03,"=""039103""",智原麥證12購01  ,"10,000",0,
2021-11-03,"=""039222""",群光麥證11購01  ,"30,000",0,
2021-11-03,"=""039223""",群創麥證11購03  ,0,"7,000",
2021-11-03,"=""039310""",聯電麥證13購02  ,"47,000",0,
2021-11-03,"=""039684""",同欣電麥證11購01,"76,000",0,
2021-11-03,"=""039832""",亞聚麥證11購02  ,0,"105,000",
2021-11-03,"=""039836""",矽格麥證11購02  ,0,"76,000",
2021-11-03,"=""040297""",臺股指麥證11購06,0,"1,000",
2021-11-03,"=""041948""",台塑麥證13購01  ,"100,000",0,
2021-11-03,"=""041949""",聯電麥證13購03  ,"5,000","11,000",
2021-11-03,"=""041955""",友達麥證13購01  ,0,"18,000",
2021-11-03,"=""041958""",義隆麥證13購01  ,"5,000","38,000",
2021-11-03,"=""041959""",強茂麥證14購01  ,"394,000","18,000",
2021-11-03,"=""041962""",欣興麥證13購01  ,"1,000",0,
2021-11-03,"=""041963""",康普麥證12購01  ,"13,000","55,000",
2021-11-03,"=""041964""",台表科麥證12購02,"10,000","38,000",
2021-11-03,"=""041965""",愛普麥證12購01  ,"40,000",0,
2021-11-03,"=""042508""",臺股指麥證13購03,0,"10,000",
2021-11-03,"=""042935""",亞泥麥證12購01  ,"11,000",0,
2021-11-03,"=""042939""",群光麥證12購01  ,"1,000",0,
2021-11-03,"=""042940""",南亞科麥證13購01,"17,000","37,000",
2021-11-03,"=""042941""",華新科麥證13購01,"100,000","20,000",
2021-11-03,"=""042944""",臺股指麥證12購01,"140,000",0,
2021-11-03,"=""042945""",臺股指麥證15購01,"20,000","11,000",
2021-11-03,"=""043000""",國巨麥證13購02  ,"3,000",0,
2021-11-03,"=""043191""",鴻準麥證12購01  ,"34,000",0,
2021-11-03,"=""043547""",天鈺麥證13購01  ,"10,000",0,
2021-11-03,"=""043904""",友達麥證13購02  ,0,"23,000",
2021-11-03,"=""043907""",景碩麥證13購01  ,"5,000","100,000",
2021-11-03,"=""043909""",臺股指麥證15購02,"65,000","1,000",
2021-11-03,"=""044260""",中鋼麥證16購01  ,"5,000",0,
2021-11-03,"=""044445""",矽統麥證13購01  ,"70,000",0,
2021-11-03,"=""044607""",同欣電麥證14購01,"25,000","10,000",
2021-11-03,"=""044760""",鴻準麥證15購01  ,"76,000","8,000",
2021-11-03,"=""044761""",晶豪科麥證14購01,"111,000","58,000",
2021-11-03,"=""045072""",群創麥證13購01  ,"76,000","117,000",
2021-11-03,"=""045351""",天鈺麥證13購02  ,0,"226,000",
2021-11-03,"=""045524""",萬海麥證13購01  ,"15,000",0,
2021-11-03,"=""045525""",萬海麥證13購02  ,0,"2,661,000",
2021-11-03,"=""045690""",潤泰新麥證13購01,"22,000","116,000",
2021-11-03,"=""046233""",台達電麥證13購01,"32,000","4,000",
2021-11-03,"=""046236""",台驊控麥證13購01,"60,000",0,
2021-11-03,"=""046238""",世紀鋼麥證13購01,"56,000",0,
2021-11-03,"=""046478""",大立光麥證13購02,"400,000","10,000",
2021-11-03,"=""046640""",新唐麥證14購01  ,0,"58,000",
2021-11-03,"=""047167""",華夏麥證15購01  ,"1,000",0,
2021-11-03,"=""047171""",宅配通麥證14購01,"30,000","30,000",
2021-11-03,"=""047172""",大立光麥證15購02,0,"10,000",
2021-11-03,"=""047301""",台灣50麥證15購01,"40,000","38,000",
2021-11-03,"=""047431""",中砂麥證15購01  ,"193,000","131,000",
2021-11-03,"=""047433""",聯發科麥證14購03,0,"24,000",
2021-11-03,"=""047434""",欣興麥證14購01  ,"48,000",0,
2021-11-03,"=""047822""",新纖麥證14購01  ,0,"16,000",
2021-11-03,"=""047824""",萬海麥證14購02  ,"1,000","7,000",
2021-11-03,"=""047826""",臺股指麥證17購01,0,"10,000",
2021-11-03,"=""048148""",南亞麥證14購01  ,0,"20,000",
2021-11-03,"=""048149""",東聯麥證14購01  ,"305,000",0,
2021-11-03,"=""048150""",聯電麥證16購02  ,"20,000",0,
2021-11-03,"=""048151""",廣宇麥證14購01  ,"39,000",0,
2021-11-03,"=""048152""",台驊控麥證15購01,"21,000","18,000",
2021-11-03,"=""048153""",祥碩麥證14購01  ,"3,000",0,
2021-11-03,"=""048154""",聯茂麥證14購01  ,0,"10,000",
2021-11-03,"=""048461""",新興麥證15購01  ,"6,000",0,
2021-11-03,"=""048462""",大立光麥證14購02,"2,000",0,
2021-11-03,"=""048782""",臺股指麥證14購02,0,"20,000",
2021-11-03,"=""048783""",臺股指麥證14購03,"115,000","7,000",
2021-11-03,"=""049039""",景碩麥證14購01  ,0,"10,000",
2021-11-03,"=""049184""",光寶科麥證14購01,"18,000","4,000",
2021-11-03,"=""049186""",祥碩麥證17購01  ,"18,000","2,000",
2021-11-03,"=""049187""",可寧衛麥證14購01,"10,000",0,
2021-11-03,"=""049372""",微星麥證14購01  ,"9,000",0,
2021-11-03,"=""049502""",國巨麥證16購01  ,"3,000",0,
2021-11-03,"=""049503""",南茂麥證16購01  ,"17,000","6,000",
2021-11-03,"=""049504""",臺股指麥證17購02,0,"5,000",
2021-11-03,"=""049524""",宏達電凱基17購01,"1,000","1,000",
2021-11-03,"=""049857""",南紡麥證16購01  ,0,"13,000",
2021-11-03,"=""050070""",強茂麥證14購02  ,"4,000",0,
2021-11-03,"=""050301""",中鋼麥證16購02  ,"1,000","1,000",
2021-11-03,"=""050303""",聯電麥證18購02  ,"4,000",0,
2021-11-03,"=""050304""",鴻準麥證16購01  ,"42,000","27,000",
2021-11-03,"=""050305""",大立光麥證16購01,0,"2,000",
2021-11-03,"=""050406""",富邦金麥證15購01,0,"1,000",
2021-11-03,"=""050408""",康舒麥證16購01  ,0,"6,000",
2021-11-03,"=""06764P""",臺股指麥證11售01,"458,000","3,000",
2021-11-03,"=""06835P""",臺股指麥證0C售04,"4,000","57,000",
2021-11-03,"=""06836P""",臺股指麥證0C售05,"70,000","139,000",
2021-11-03,"=""06863P""",台灣50麥證0C售02,"211,000","195,000",
2021-11-03,"=""07307P""",臺股指麥證11售04,0,"3,000",
2021-11-03,"=""07468P""",臺股指麥證11售05,"113,000","8,000",
2021-11-03,"=""07516P""",臺股指麥證13售02,0,"20,000",
2021-11-03,"=""07790P""",臺股指麥證14售01,"18,000","249,000",
2021-11-03,"=""08098P""",臺股指麥證15售03,"46,000","12,000",
2021-11-03,"=""081384""",聯發科麥證0C購01,"124,000",0,
2021-11-03,"=""081870""",台積電麥證0B購01,"1,539,000",0,
2021-11-03,"=""08207P""",臺股指麥證13售06,"10,000","20,000",
2021-11-03,"=""08208P""",臺股指麥證16售01,"49,000","63,000",
2021-11-03,"=""083072""",台積電麥證0C購01,"75,000",0,
2021-11-03,"=""083454""",鴻海麥證0B購01  ,"50,000",0,
2021-11-03,"=""08352P""",臺股指麥證15售04,0,"50,000",
2021-11-03,"=""085469""",台積電麥證0C購02,"10,000",0,
2021-11-03,"=""085471""",友達麥證0B購01  ,"114,000",0,
2021-11-03,"=""085473""",聯發科麥證0C購02,"20,000",0,
2021-11-03,"=""086509""",群創麥證11購01  ,0,"60,000",
2021-11-03,"=""08681P""",臺股指麥證15售05,"50,000","5,000",
2021-11-03,"=""086885""",聯電麥證0C購03  ,"5,000","5,000",
2021-11-03,"=""087194""",台積電麥證11購01,"7,000","28,000",
2021-11-03,"=""087356""",臺股指麥證0C購02,"11,000","10,000",
2021-11-03,"=""087357""",臺股指麥證0C購03,"519,000","201,000",
2021-11-03,"=""08928P""",台積電麥證15售03,"24,000","36,000",
2021-11-03,"=""08953P""",臺股指麥證17售03,0,"3,000",
2021-11-03,1340  ,勝悅-KY         ,"2,000","2,000",
2021-11-03,1817  ,凱撒衛          ,"2,000","2,000",
2021-11-03,2247  ,汎德永業        ,"2,000","2,000",
2021-11-03,3543  ,州巧            ,"1,000","1,000",
2021-11-03,4440  ,宜新實業        ,"1,000","1,000",
2021-11-03,6426  ,統新            ,"10,000","10,000",
2021-11-03,9942  ,茂順            ,"9,000","9,000",
