date,securities_code,securities_name,dividend_year,P/E_ratio,Fiscal_year_quarter
2021-11-05,2880,華南金,2.60,15.90,110/2,
2021-11-05,2881,富邦金,4.14,5.92,110/2,
2021-11-05,2882,國泰金,4.27,6.44,110/2,
2021-11-05,2883,開發金,3.89,7.99,110/2,
2021-11-05,2884,玉山金,4.55,18.11,110/2,
2021-11-05,2885,元大金,4.87,9.16,110/2,
2021-11-05,2886,兆豐金,4.69,17.46,110/2,
2021-11-05,2887,台新金,5.53,10.55,110/2,
2021-11-05,2888,新光金,4.11,6.40,110/2,
2021-11-05,2889,國票金,6.33,11.29,110/2,
2021-11-05,2890,永豐金,4.95,10.48,110/2,
2021-11-05,2891,中信金,4.53,8.11,110/2,
2021-11-05,2892,第一金,4.35,15.54,110/2,
2021-11-05,2897,王道銀行,2.55,14.25,110/2,
2021-11-05,2901,欣欣,0.71,210.00,110/2,
2021-11-05,2903,遠百,4.98,14.64,110/2,
2021-11-05,2904,匯僑,7.49,13.02,110/2,
2021-11-05,2905,三商,4.33,9.59,110/2,
2021-11-05,2906,高林,1.95,42.64,110/2,
2021-11-05,2908,特力,4.38,13.66,110/2,
2021-11-05,2910,統領,1.47,40.96,110/2,
2021-11-05,2911,麗嬰房,0.00,-,110/2,
2021-11-05,2912,統一超,3.17,33.49,110/3,
2021-11-05,2913,農林,0.00,"2,075.00",110/2,
2021-11-05,2915,潤泰全,4.90,3.90,110/2,
2021-11-05,2923,鼎固-KY,4.44,15.88,110/2,
2021-11-05,2929,淘帝-KY,0.00,-,110/2,
2021-11-05,2936,客思達-KY,0.00,7.33,110/2,
2021-11-05,2939,凱羿-KY,5.85,39.31,110/2,
2021-11-05,3002,歐格,0.85,292.50,110/3,
2021-11-05,3003,健和興,1.25,29.45,110/2,
2021-11-05,3004,豐達科,0.83,-,110/3,
2021-11-05,3005,神基,6.64,7.38,110/2,
2021-11-05,3006,晶豪科,1.38,9.63,110/3,
2021-11-05,3008,大立光,4.56,13.12,110/3,
2021-11-05,3010,華立,5.01,8.79,110/2,
2021-11-05,3011,今皓,0.00,-,110/3,
2021-11-05,3013,晟銘電,2.21,-,110/2,
2021-11-05,3014,聯陽,5.74,11.90,110/2,
2021-11-05,3015,全漢,7.10,11.45,110/3,
2021-11-05,3016,嘉晶,0.25,241.67,110/2,
2021-11-05,3017,奇鋐,3.46,11.48,110/2,
2021-11-05,3018,同開,0.00,-,110/2,
2021-11-05,3019,亞光,1.15,23.73,110/2,
2021-11-05,3021,鴻名,3.20,19.73,110/2,
2021-11-05,3022,威強電,4.42,7.97,110/2,
2021-11-05,3023,信邦,2.75,22.81,110/3,
2021-11-05,3024,憶聲,0.70,19.66,110/2,
2021-11-05,3025,星通,3.93,38.56,110/2,
2021-11-05,3026,禾伸堂,6.67,10.03,110/3,
2021-11-05,3027,盛達,0.00,76.09,110/2,
2021-11-05,3028,增你強,6.50,8.68,110/2,
2021-11-05,3029,零壹,6.54,11.55,110/3,
2021-11-05,3030,德律,5.74,12.69,110/3,
2021-11-05,3031,佰鴻,3.21,17.54,110/2,
2021-11-05,3032,偉訓,9.58,8.58,110/2,
2021-11-05,3033,威健,4.72,9.22,110/2,
2021-11-05,3034,聯詠,3.48,8.63,110/3,
2021-11-05,3035,智原,0.51,69.86,110/3,
2021-11-05,3036,文曄,4.93,10.17,110/2,
2021-11-05,3037,欣興,0.71,27.98,110/3,
2021-11-05,3038,全台,6.49,13.70,110/2,
2021-11-05,3040,遠見,14.63,8.81,110/2,
2021-11-05,3041,揚智,0.00,-,110/2,
2021-11-05,3042,晶技,3.87,12.92,110/2,
2021-11-05,3043,科風,0.00,-,110/2,
2021-11-05,3044,健鼎,6.34,9.28,110/2,
2021-11-05,3045,台灣大,4.34,26.29,110/2,
2021-11-05,3046,建碁,0.00,-,110/2,
2021-11-05,3047,訊舟,2.60,-,110/3,
2021-11-05,3048,益登,8.73,7.55,110/2,
2021-11-05,3049,和鑫,3.15,11.48,110/2,
2021-11-05,3050,鈺德,3.41,20.95,110/2,
2021-11-05,3051,力特,0.00,4.50,110/2,
2021-11-05,3052,夆典,7.48,9.07,110/2,
2021-11-05,3054,立萬利,0.00,52.20,110/3,
2021-11-05,3055,蔚華科,0.70,-,110/2,
2021-11-05,3056,總太,11.31,5.45,110/2,
2021-11-05,3057,喬鼎,0.00,-,110/2,
2021-11-05,3058,立德,0.92,-,110/2,
2021-11-05,3059,華晶科,1.32,45.54,110/3,
2021-11-05,3060,銘異,0.00,-,110/2,
2021-11-05,3062,建漢,0.57,437.50,110/2,
2021-11-05,3090,日電貿,6.04,11.61,110/3,
2021-11-05,3092,鴻碩,2.39,120.42,110/2,
2021-11-05,3094,聯傑,2.50,58.18,110/2,
2021-11-05,3130,一零四,4.39,17.00,110/3,
2021-11-05,3138,耀登,0.70,88.27,110/2,
2021-11-05,3149,正達,0.00,-,110/2,
2021-11-05,3164,景岳,2.94,25.11,110/2,
2021-11-05,3167,大量,3.47,12.78,110/2,
2021-11-05,3189,景碩,0.40,42.22,110/3,
2021-11-05,3209,全科,6.58,8.89,110/2,
2021-11-05,3229,晟鈦,0.00,-,110/2,
2021-11-05,3231,緯創,7.45,11.32,110/3,
2021-11-05,3257,虹冠電,5.60,14.14,110/3,
2021-11-05,3266,昇陽,0.00,35.83,110/3,
2021-11-05,3296,勝德,1.21,-,110/2,
2021-11-05,3305,昇貿,1.74,24.68,110/2,
2021-11-05,3308,聯德,0.00,-,110/2,
2021-11-05,3311,閎暉,0.00,33.29,110/3,
2021-11-05,3312,弘憶股,4.55,8.40,110/2,
2021-11-05,3321,同泰,0.00,-,110/3,
2021-11-05,3338,泰碩,4.46,22.93,110/3,
2021-11-05,3346,麗清,0.34,24.44,110/2,
2021-11-05,3356,奇偶,3.21,13.22,110/2,
2021-11-05,3376,新日興,6.84,11.62,110/2,
2021-11-05,3380,明泰,3.55,21.69,110/2,
2021-11-05,3383,新世紀,0.00,-,110/2,
2021-11-05,3406,玉晶光,2.37,19.27,110/2,
2021-11-05,3413,京鼎,3.32,14.06,110/2,
2021-11-05,3416,融程電,4.83,16.69,110/3,
2021-11-05,3419,譁裕,3.09,17.42,110/2,
2021-11-05,3432,台端,1.49,25.77,110/3,
2021-11-05,3437,榮創,0.00,30.43,110/2,
2021-11-05,3443,創意,0.81,53.32,110/3,
2021-11-05,3450,聯鈞,2.33,29.85,110/2,
2021-11-05,3454,晶睿,2.72,38.03,110/3,
2021-11-05,3481,群創,2.19,4.28,110/2,
2021-11-05,3494,誠研,0.00,-,110/2,
2021-11-05,3501,維熹,5.18,13.57,110/2,
2021-11-05,3504,揚明光,0.00,-,110/3,
2021-11-05,3515,華擎,4.34,10.82,110/3,
2021-11-05,3518,柏騰,0.00,-,110/2,
2021-11-05,3528,安馳,5.98,12.86,110/2,
2021-11-05,3530,晶相光,2.07,13.98,110/3,
2021-11-05,3532,台勝科,1.27,55.78,110/2,
2021-11-05,3533,嘉澤,2.27,20.47,110/2,
2021-11-05,3535,晶彩科,0.00,-,110/3,
2021-11-05,3536,誠創,0.00,-,110/2,
2021-11-05,3543,州巧,4.37,10.24,110/3,
2021-11-05,3545,敦泰,2.18,8.47,110/2,
2021-11-05,3550,聯穎,2.75,11.45,110/2,
2021-11-05,3557,嘉威,7.21,10.48,110/3,
2021-11-05,3563,牧德,4.92,13.68,110/3,
2021-11-05,3576,聯合再生,0.00,-,110/2,
2021-11-05,3583,辛耘,2.41,15.36,110/3,
2021-11-05,3588,通嘉,0.82,42.14,110/2,
2021-11-05,3591,艾笛森,1.51,23.30,110/2,
2021-11-05,3593,力銘,0.00,18.27,110/2,
2021-11-05,3596,智易,5.73,12.87,110/3,
2021-11-05,3605,宏致,1.48,11.58,110/2,
2021-11-05,3607,谷崧,0.00,-,110/2,
2021-11-05,3617,碩天,7.25,13.50,110/2,
2021-11-05,3622,洋華,3.26,21.32,110/2,
2021-11-05,3645,達邁,3.60,14.58,110/2,
2021-11-05,3653,健策,1.49,59.37,110/2,
2021-11-05,3661,世芯-KY,0.54,69.46,110/2,
2021-11-05,3665,貿聯-KY,2.96,18.57,110/2,
2021-11-05,3669,圓展,9.71,4.31,110/2,
2021-11-05,3673,TPK-KY,2.48,12.13,110/2,
2021-11-05,3679,新至陞,12.00,8.23,110/3,
2021-11-05,3682,亞太電,0.00,-,110/2,
2021-11-05,3686,達能,0.00,-,110/3,
2021-11-05,3694,海華,0.00,12.90,110/2,
2021-11-05,3701,大眾控,0.00,123.33,110/2,
2021-11-05,3702,大聯大,5.95,9.83,110/2,
2021-11-05,3703,欣陸,5.56,14.82,110/3,
2021-11-05,3704,合勤控,1.58,10.36,110/3,
2021-11-05,3705,永信,4.61,16.00,110/2,
2021-11-05,3706,神達,3.46,6.34,110/2,
2021-11-05,3708,上緯投控,3.65,20.96,110/2,
2021-11-05,3711,日月光投控,4.20,10.00,110/3,
2021-11-05,3712,永崴投控,2.82,23.79,110/2,
2021-11-05,3714,富采,0.00,-,110/2,
2021-11-05,4104,佳醫,6.31,14.12,110/2,
2021-11-05,4106,雃博,2.05,25.57,110/2,
2021-11-05,4108,懷特,0.00,-,110/2,
2021-11-05,4119,旭富,3.24,-,110/3,
2021-11-05,4133,亞諾法,1.62,54.49,110/2,
2021-11-05,4137,麗豐-KY,3.64,14.80,110/2,
2021-11-05,4141,龍燈-KY,0.00,-,110/2,
2021-11-05,4142,國光生,1.12,19.43,110/2,
2021-11-05,4148,全宇生技-KY,2.61,17.65,110/2,
2021-11-05,4155,訊映,5.85,24.48,110/2,
2021-11-05,4164,承業醫,5.55,19.26,110/3,
2021-11-05,4190,佐登-KY,2.58,12.32,110/2,
2021-11-05,4306,炎洲,7.78,4.01,110/2,
2021-11-05,4414,如興,0.00,-,110/2,
2021-11-05,4426,利勤,0.00,-,110/2,
2021-11-05,4438,廣越,2.44,24.17,110/2,
2021-11-05,4439,冠星-KY,4.44,9.71,110/2,
2021-11-05,4440,宜新實業,7.61,11.06,110/2,
2021-11-05,4526,東台,0.00,-,110/2,
2021-11-05,4532,瑞智,3.66,14.40,110/3,
2021-11-05,4536,拓凱,3.75,15.00,110/2,
2021-11-05,4540,全球傳動,1.64,28.27,110/2,
2021-11-05,4545,銘鈺,2.03,27.89,110/2,
2021-11-05,4551,智伸科,2.33,16.88,110/2,
2021-11-05,4552,力達-KY,3.56,11.71,110/2,
2021-11-05,4555,氣立,2.81,17.92,110/2,
2021-11-05,4557,永新-KY,5.46,16.82,110/2,
2021-11-05,4560,強信-KY,2.33,26.32,110/2,
2021-11-05,4562,穎漢,0.00,-,110/2,
2021-11-05,4564,元翎,2.99,22.42,110/3,
2021-11-05,4566,時碩工業,2.80,24.01,110/2,
2021-11-05,4571,鈞興-KY,3.55,13.11,110/2,
2021-11-05,4572,駐龍,4.90,91.07,110/3,
2021-11-05,4576,大銀微系統,0.36,47.62,110/3,
2021-11-05,4581,光隆精密-KY,5.73,15.94,110/2,
2021-11-05,4720,德淵,3.26,18.81,110/2,
2021-11-05,4722,國精化,4.62,11.44,110/2,
2021-11-05,4737,華廣,3.04,36.85,110/2,
2021-11-05,4739,康普,0.79,35.56,110/3,
2021-11-05,4746,台耀,0.00,3.64,110/2,
2021-11-05,4755,三福化,3.47,20.19,110/2,
2021-11-05,4763,材料-KY,6.34,12.09,110/2,
2021-11-05,4764,雙鍵,1.65,41.16,110/2,
2021-11-05,4766,南寶,5.09,12.11,110/2,
2021-11-05,4807,日成-KY,1.87,12.48,110/2,
2021-11-05,4904,遠傳,5.24,26.16,110/2,
2021-11-05,4906,正文,7.03,6.13,110/2,
2021-11-05,4912,聯德控股-KY,3.50,14.33,110/2,
2021-11-05,4915,致伸,6.00,10.48,110/3,
2021-11-05,4916,事欣科,1.46,"1,140.00",110/2,
2021-11-05,4919,新唐,0.61,26.44,110/3,
2021-11-05,4927,泰鼎-KY,3.53,15.92,110/2,
2021-11-05,4930,燦星網,13.92,7.38,110/3,
2021-11-05,4934,太極,0.00,-,110/2,
2021-11-05,4935,茂林-KY,6.51,7.94,110/3,
2021-11-05,4938,和碩,6.51,8.53,110/2,
2021-11-05,4942,嘉彰,5.32,7.26,110/3,
2021-11-05,4943,康控-KY,0.18,-,110/2,
2021-11-05,4952,凌通,3.72,15.43,110/2,
2021-11-05,4956,光鋐,0.00,21.22,110/2,
2021-11-05,4958,臻鼎-KY,4.43,12.53,110/2,
2021-11-05,4960,誠美材,0.00,9.96,110/3,
2021-11-05,4961,天鈺,1.18,11.34,110/2,
2021-11-05,4967,十銓,1.92,15.14,110/2,
2021-11-05,4968,立積,2.71,30.18,110/3,
2021-11-05,4976,佳凌,0.00,126.54,110/2,
2021-11-05,4977,眾達-KY,6.89,11.41,110/2,
2021-11-05,4989,榮科,1.43,22.90,110/2,
2021-11-05,4994,傳奇,5.61,18.32,110/2,
2021-11-05,4999,鑫禾,7.08,12.13,110/3,
2021-11-05,5007,三星,3.39,21.22,110/2,
2021-11-05,5203,訊連,2.42,46.29,110/3,
2021-11-05,5215,科嘉-KY,10.81,5.72,110/2,
2021-11-05,5222,全訊,2.68,47.90,110/2,
2021-11-05,5225,東科-KY,0.00,-,110/3,
2021-11-05,5234,達興材料,5.18,15.01,110/3,
2021-11-05,5243,乙盛-KY,2.58,21.50,110/2,
2021-11-05,5258,虹堡,1.61,19.48,110/2,
2021-11-05,5269,祥碩,1.50,35.96,110/2,
2021-11-05,5283,禾聯碩,6.81,9.18,110/2,
2021-11-05,5284,jpp-KY,4.79,15.10,110/2,
2021-11-05,5285,界霖,2.13,24.46,110/3,
2021-11-05,5288,豐祥-KY,2.56,14.23,110/3,
2021-11-05,5388,中磊,3.88,18.93,110/2,
2021-11-05,5434,崇越,5.71,11.51,110/3,
2021-11-05,5469,瀚宇博,5.01,6.41,110/2,
2021-11-05,5471,松翰,6.59,11.93,110/2,
2021-11-05,5515,建國,5.93,8.08,110/2,
2021-11-05,5519,隆大,8.76,7.67,110/2,
2021-11-05,5521,工信,13.06,-,110/2,
2021-11-05,5522,遠雄,6.66,11.44,110/2,
2021-11-05,5525,順天,1.81,"2,755.00",110/2,
2021-11-05,5531,鄉林,0.00,131.67,110/2,
2021-11-05,5533,皇鼎,3.17,11.21,110/2,
2021-11-05,5534,長虹,6.77,12.72,110/2,
2021-11-05,5538,東明-KY,3.97,8.97,110/2,
2021-11-05,5546,永固-KY,9.30,10.11,110/2,
2021-11-05,5607,遠雄港,2.25,22.30,110/2,
2021-11-05,5608,四維航,0.00,39.36,110/2,
2021-11-05,5706,鳳凰,0.69,40.75,110/2,
2021-11-05,5871,中租-KY,2.08,20.85,110/2,
2021-11-05,5876,上海商銀,3.81,14.25,110/2,
2021-11-05,5880,合庫金,4.61,16.40,110/2,
2021-11-05,5906,台南-KY,2.81,9.13,110/2,
2021-11-05,5907,大洋-KY,5.26,34.55,110/2,
2021-11-05,6005,群益證,7.21,6.05,110/2,
2021-11-05,6024,群益期,7.39,13.63,110/2,
2021-11-05,6108,競國,2.30,94.35,110/2,
2021-11-05,6112,聚碩,6.55,12.39,110/3,
2021-11-05,6115,鎰勝,6.62,15.33,110/2,
2021-11-05,6116,彩晶,3.27,4.66,110/3,
2021-11-05,6117,迎廣,0.00,-,110/2,
2021-11-05,6120,達運,0.00,-,110/3,
2021-11-05,6128,上福,3.69,11.94,110/2,
2021-11-05,6133,金橋,0.00,-,110/2,
2021-11-05,6136,富爾特,6.36,36.04,110/2,
2021-11-05,6139,亞翔,3.42,22.64,110/2,
2021-11-05,6141,柏承,1.98,7.24,110/2,
2021-11-05,6142,友勁,0.00,-,110/3,
2021-11-05,6152,百一,0.00,83.18,110/2,
2021-11-05,6153,嘉聯益,1.97,29.53,110/2,
2021-11-05,6155,鈞寶,3.10,34.08,110/3,
2021-11-05,6164,華興,0.00,163.89,110/2,
2021-11-05,6165,浪凡,0.00,10.64,110/2,
2021-11-05,6166,凌華,1.47,74.51,110/2,
2021-11-05,6168,宏齊,2.64,19.78,110/2,
2021-11-05,6172,互億,0.84,26.69,110/2,
2021-11-05,6176,瑞儀,8.28,8.19,110/3,
2021-11-05,6177,達麗,0.67,16.42,110/3,
2021-11-05,6183,關貿,3.62,19.06,110/3,
2021-11-05,6184,大豐電,6.90,13.94,110/3,
2021-11-05,6189,豐藝,6.84,11.22,110/2,
2021-11-05,6191,精成科,2.16,6.17,110/3,
2021-11-05,6192,巨路,4.80,9.23,110/2,
2021-11-05,6196,帆宣,3.00,20.84,110/2,
2021-11-05,6197,佳必琪,7.95,16.90,110/2,
2021-11-05,6201,亞弘電,7.12,11.36,110/3,
2021-11-05,6202,盛群,4.34,12.27,110/3,
2021-11-05,6205,詮欣,3.44,24.33,110/3,
2021-11-05,6206,飛捷,5.43,19.37,110/3,
2021-11-05,6209,今國光,0.00,-,110/2,
2021-11-05,6213,聯茂,3.80,16.17,110/3,
2021-11-05,6214,精誠,5.81,12.67,110/2,
2021-11-05,6215,和椿,1.76,12.32,110/2,
2021-11-05,6216,居易,5.17,19.46,110/2,
2021-11-05,6224,聚鼎,3.54,19.42,110/2,
2021-11-05,6225,天瀚,0.00,-,110/2,
2021-11-05,6226,光鼎,0.00,-,110/2,
2021-11-05,6230,尼得科超眾,0.80,21.20,110/2,
2021-11-05,6235,華孚,3.21,22.53,110/2,
2021-11-05,6239,力成,5.17,10.34,110/2,
2021-11-05,6243,迅杰,0.00,108.02,110/3,
2021-11-05,6251,定穎,1.85,18.83,110/3,
2021-11-05,6257,矽格,4.77,10.49,110/3,
2021-11-05,6269,台郡,5.22,12.86,110/2,
2021-11-05,6271,同欣電,2.04,24.28,110/2,
2021-11-05,6277,宏正,6.51,17.14,110/2,
2021-11-05,6278,台表科,3.00,10.25,110/3,
2021-11-05,6281,全國電,6.00,14.82,110/3,
2021-11-05,6282,康舒,3.50,45.67,110/3,
2021-11-05,6283,淳安,0.00,-,110/2,
2021-11-05,6285,啟碁,3.14,22.91,110/2,
2021-11-05,6288,聯嘉,2.65,47.23,110/2,
2021-11-05,6289,華上,0.00,-,110/2,
2021-11-05,6405,悅城,2.04,20.31,110/2,
2021-11-05,6409,旭隼,1.44,65.48,110/3,
2021-11-05,6412,群電,5.31,11.19,110/3,
2021-11-05,6414,樺漢,2.30,18.62,110/2,
2021-11-05,6415,矽力-KY,0.21,106.04,110/2,
2021-11-05,6416,瑞祺電通,3.64,24.45,110/2,
2021-11-05,6426,統新,3.56,36.75,110/2,
2021-11-05,6431,光麗-KY,0.00,328.33,110/2,
2021-11-05,6438,迅得,4.06,12.67,110/2,
2021-11-05,6442,光聖,2.89,56.72,110/2,
2021-11-05,6443,元晶,0.00,626.67,110/2,
2021-11-05,6449,鈺邦,3.65,15.71,110/3,
2021-11-05,6451,訊芯-KY,4.49,11.12,110/2,
2021-11-05,6456,GIS-KY,4.09,7.52,110/3,
2021-11-05,6464,台數科,3.18,11.35,110/2,
2021-11-05,6477,安集,2.50,23.53,110/2,
2021-11-05,6491,晶碩,0.99,35.22,110/2,
2021-11-05,6504,南六,9.64,8.67,110/2,
2021-11-05,6505,台塑化,0.58,18.68,110/3,
2021-11-05,6515,穎崴,4.12,26.38,110/2,
2021-11-05,6525,捷敏-KY,4.39,17.64,110/2,
2021-11-05,6531,愛普*,0.49,36.77,110/3,
2021-11-05,6533,晶心科,0.14,125.36,110/2,
2021-11-05,6541,泰福-KY,0.00,-,110/2,
2021-11-05,6552,易華電,2.56,21.39,110/2,
2021-11-05,6558,興能高,0.92,28.26,110/2,
2021-11-05,6573,虹揚-KY,0.00,-,110/2,
2021-11-05,6579,研揚,4.78,38.47,110/2,
2021-11-05,6581,鋼聯,3.81,16.11,110/3,
2021-11-05,6582,申豐,5.22,5.03,110/3,
2021-11-05,6591,動力-KY,5.45,6.80,110/3,
2021-11-05,6592,和潤企業,3.89,15.71,110/3,
2021-11-05,6598,ABC-KY,0.00,-,110/2,
2021-11-05,6605,帝寶,2.46,9.71,110/2,
2021-11-05,6625,必應,0.00,-,110/2,
2021-11-05,6641,基士德-KY,7.92,8.74,110/2,
2021-11-05,6655,科定,9.40,14.45,110/2,
2021-11-05,6666,羅麗芬-KY,2.90,24.47,110/2,
2021-11-05,6668,中揚光,1.98,85.42,110/2,
2021-11-05,6669,緯穎,3.41,18.73,110/3,
2021-11-05,6670,復盛應用,3.38,13.07,110/2,
2021-11-05,6671,三能-KY,6.36,11.92,110/2,
2021-11-05,6672,騰輝電子-KY,2.42,14.95,110/2,
2021-11-05,6674,鋐寶科技,3.36,35.06,110/2,
2021-11-05,6698,旭暉應材,1.26,74.72,110/3,
2021-11-05,6706,惠特,1.80,27.31,110/2,
2021-11-05,6715,嘉基,2.07,40.57,110/2,
2021-11-05,6743,安普新,4.02,18.91,110/2,
2021-11-05,6754,匯僑設計,6.87,11.78,110/2,
2021-11-05,6756,威鋒電子,1.00,42.18,110/3,
2021-11-05,6768,志強-KY,4.08,35.22,110/2,
2021-11-05,6776,展碁國際,4.92,11.99,110/3,
2021-11-05,6781,AES-KY,0.41,122.87,110/2,
2021-11-05,6790,永豐實,8.27,7.79,110/2,
2021-11-05,8011,台通,0.00,-,110/2,
2021-11-05,8016,矽創,2.81,10.17,110/2,
2021-11-05,8021,尖點,3.55,14.13,110/3,
2021-11-05,8028,昇陽半導體,1.19,44.00,110/3,
2021-11-05,8033,雷虎,0.00,"1,720.00",110/2,
2021-11-05,8039,台虹,5.30,11.95,110/3,
2021-11-05,8046,南電,0.61,57.41,110/2,
2021-11-05,8070,長華*,3.64,20.20,110/2,
2021-11-05,8072,陞泰,0.84,125.00,110/2,
2021-11-05,8081,致新,4.16,13.03,110/2,
2021-11-05,8101,華冠,0.00,-,110/2,
2021-11-05,8103,瀚荃,2.84,14.82,110/2,
2021-11-05,8104,錸寶,6.22,12.48,110/2,
2021-11-05,8105,凌巨,0.00,-,110/2,
2021-11-05,8110,華東,1.14,28.69,110/2,
2021-11-05,8112,至上,6.91,7.75,110/2,
2021-11-05,8114,振樺電,1.65,32.66,110/2,
2021-11-05,8131,福懋科,6.00,11.69,110/3,
2021-11-05,8150,南茂,4.71,10.13,110/2,
2021-11-05,8163,達方,5.79,11.33,110/2,
2021-11-05,8201,無敵,0.00,7.55,110/2,
2021-11-05,8210,勤誠,5.14,10.63,110/2,
2021-11-05,8213,志超,7.31,8.04,110/2,
2021-11-05,8215,明基材,1.88,13.59,110/3,
2021-11-05,8222,寶一,0.00,-,110/2,
2021-11-05,8249,菱光,4.94,20.87,110/2,
2021-11-05,8261,富鼎,0.91,17.14,110/3,
2021-11-05,8271,宇瞻,4.50,9.92,110/3,
2021-11-05,8341,日友,4.02,23.72,110/3,
2021-11-05,8367,建新國際,2.58,8.36,110/2,
2021-11-05,8374,羅昇,1.94,23.23,110/3,
2021-11-05,8404,百和興業-KY,2.71,10.10,110/2,
2021-11-05,8411,福貞-KY,1.82,19.39,110/2,
2021-11-05,8422,可寧衛,4.67,18.09,110/2,
2021-11-05,8427,基勝-KY,0.00,-,110/2,
2021-11-05,8429,金麗-KY,0.00,-,110/2,
2021-11-05,8442,威宏-KY,0.00,-,110/2,
2021-11-05,8443,阿瘦,1.31,-,110/2,
2021-11-05,8454,富邦媒,0.72,102.51,110/3,
2021-11-05,8462,柏文,3.69,-,110/3,
2021-11-05,8463,潤泰材,2.35,55.59,110/2,
2021-11-05,8464,億豐,2.61,21.25,110/2,
2021-11-05,8466,美吉吉-KY,5.52,19.82,110/2,
2021-11-05,8467,波力-KY,0.00,-,110/2,
2021-11-05,8473,山林水,5.04,62.41,110/2,
2021-11-05,8478,東哥遊艇,1.24,26.41,110/2,
2021-11-05,8480,泰昇-KY,5.66,13.47,110/3,
2021-11-05,8481,政伸,9.68,4.82,110/2,
2021-11-05,8482,商億-KY,6.69,9.92,110/2,
2021-11-05,8488,吉源-KY,1.92,9.18,110/2,
2021-11-05,8499,鼎炫-KY,6.45,9.52,110/2,
2021-11-05,8926,台汽電,4.94,24.03,110/2,
2021-11-05,8940,新天地,0.00,-,110/3,
2021-11-05,8996,高力,3.36,42.52,110/2,
2021-11-05,9802,鈺齊-KY,3.84,18.68,110/3,
2021-11-05,9902,台火,2.26,11.42,110/3,
2021-11-05,9904,寶成,1.48,7.03,110/2,
2021-11-05,9905,大華,5.78,13.04,110/2,
2021-11-05,9906,欣巴巴,0.00,-,110/2,
2021-11-05,9907,統一實,3.98,15.83,110/2,
2021-11-05,9908,大台北,3.30,19.03,110/2,
2021-11-05,9910,豐泰,1.70,31.94,110/2,
2021-11-05,9911,櫻花,4.56,14.28,110/2,
2021-11-05,9912,偉聯,0.00,-,110/2,
2021-11-05,9914,美利達,2.36,19.87,110/2,
2021-11-05,9917,中保科,4.88,17.89,110/2,
2021-11-05,9918,欣天然,3.70,20.72,110/2,
2021-11-05,9919,康那香,13.30,6.01,110/2,
2021-11-05,9921,巨大,2.48,19.08,110/2,
2021-11-05,9924,福興,6.46,11.21,110/3,
2021-11-05,9925,新保,5.16,17.69,110/2,
2021-11-05,9926,新海,3.72,20.15,110/3,
2021-11-05,9927,泰銘,3.09,9.43,110/2,
2021-11-05,9928,中視,0.00,-,110/2,
2021-11-05,9929,秋雨,4.19,-,110/2,
2021-11-05,9930,中聯資源,4.42,15.48,110/3,
2021-11-05,9931,欣高,3.29,22.19,110/2,
2021-11-05,9933,中鼎,5.58,21.21,110/3,
2021-11-05,9934,成霖,3.25,11.76,110/2,
2021-11-05,9935,慶豐富,4.28,8.90,110/2,
2021-11-05,9937,全國,4.77,17.72,110/2,
2021-11-05,9938,百和,3.50,12.50,110/2,
2021-11-05,9939,宏全,5.33,9.43,110/2,
2021-11-05,9940,信義,5.26,11.23,110/2,
2021-11-05,9941,裕融,3.55,19.05,110/2,
2021-11-05,9942,茂順,4.77,14.56,110/2,
2021-11-05,9943,好樂迪,6.50,20.10,110/2,
2021-11-05,9944,新麗,1.78,24.67,110/2,
2021-11-05,9945,潤泰新,7.46,6.91,110/2,
2021-11-05,9946,三發地產,5.26,69.09,110/2,
2021-11-05,9955,佳龍,0.00,-,110/2,
2021-11-05,9958,世紀鋼,2.70,20.05,110/2,
